title,text,sport
Ronaldo says his dream of winning World Cup has ‘ended’,"Cristiano Ronaldo said in a social media post that his dream of winning the World Cup with Portugal has ended, while stopping short of announcing his retirement from international duty. The 37-year-old Ronaldo left the field in tears after Portugal lost 1-0 to Morocco in the quarterfinals on Saturday. In his first comments after the elimination, Ronaldo said Sunday that it was “time to take stock” without saying explicitly if he wants to carry on being available for Portugal after 19 years in the national team. “There’s no point in reacting rashly,” Ronaldo wrote on Instagram. “I just want everybody to know that a lot has been said, a lot has been written, a lot has been speculated about, but my dedication to Portugal has never wavered for an instant. “I’ve always been just one more (Portuguese) fighting for everyone’s goal. I would never turn my back on my teammates or my country.” Ronaldo, who is the all-time leading scorer in men’s international soccer with 118 goals, said putting Portugal “on the highest level in the world” was his biggest dream. “In my five appearances at World Cups over 16 years, always playing alongside great players and supported by millions of Portuguese, I have given my all,” he wrote. “I left everything I had on the pitch. I’ll never shrink from a battle and I have never given up on that dream. “Unfortunately, that dream ended yesterday.” Ronaldo said he would now “let everyone draw their own conclusions.” “For now. There’s not much else to say. Thank you, Portugal. Thank you, Qatar. The dream was beautiful as long as it lasted.” The next major tournament is the European Championship in 2024 while the next World Cup will be held in the United States, Canada and Mexico in 2026, by which time Ronaldo will be 41 years old. Ronaldo is without a club after leaving Manchester United during the World Cup in the wake of an explosive interview before the tournament when he criticized the manager, board and his teammates at the English club. His only goal at the World Cup was a penalty against Ghana in Portugal’s opening group game. He became the first male player to score at five World Cups.",football
Afghanistan U19 thrash Tanzania to register third consecutive win at World Cup,"Afghanistan defeated Tanzania by 9 wickets to register their third consecutive victory at the ICC Men’s Under-19 Cricket World Cup in Namibia on Wednesday. Sent to field first by Tanzanians who won the toss, the Afghans bowled out their opponents with 85 runs in the 36 overs. Nooristani Omarzai claimed five wickets. Afghanistan chased down the target in the 12.4 overs, with Faisal Shinozada scoring 55 runs off 34 balls. It was Afghanistan’s final match in the group stage of the 16-team tournament which is being co-hosted by Zimbabwe and Namibia. Afghanistan had won their opening two group-stage encounters against South Africa and the West Indies, securing their place in the Super Six stage of the competition.",cricket
Australia sink Scots at T20 World Cup,"Australia saw off a determined challenge from Scotland to claim a five-wicket victory in a decisive final Group B match of the T20 World Cup for both teams at the Daren Sammy Stadium in St Lucia on Saturday. Replying to the Scots’ 180 for five, their highest total in a T20 World Cup match, Travis Head and Marcus Stoinis hit half-centuries to help Australia pace themselves to the target with two balls to spare, and a 100% winning record in their group. “The plan was the usual: get yourself in, play shots along the ground and then take it from there,” said ‘Man of the Match’ Stoinis in explaining the strategy through his innings and the 80-run fourth-wicket partnership with Head. “I was just trying to keep him there, keep him batting and it turned the game, even though he got out in the end.” Tim David’s contribution of 24* off 14 balls finished the job to lift Australia to a five-wicket win. The result eliminated Scotland and allowed title-holders England to advance to the Super Eights phase of the competition after they beat Namibia in a rain-affected match earlier in the day, and qualified by virtue of a better net run-rate than the Scots. – AFP Related stories: Hazratullah Zazai replaces injured Mujeeb-ur-Rahman in Afghanistan’s T20 WC squad India reach T20 World Cup Super Eight with seven-wicket win over U.S.",cricket
Afghanistan makes history after beating Pakistan in T20I series,"Afghanistan made history on Sunday night when they beat long-time rival Pakistan in their second successive T20I match in Sharjah to win the series. Sunday’s match saw Afghanistan beat Pakistan by 7 wickets with one ball remaining. This is the first time in Afghanistan’s cricketing history that they have beaten Pakistan in an international series and as fans back home and across the world erupted with joy after a nail-biting last two overs, congratulations started pouring in. Afghanistan Cricket Board said it was a “momentous occasion for Afghanistan cricket!” The board said in a tweet that the team had “created history by securing their first-ever T20I series win over traditional rivals Pakistan. It’s a triumph of grit, courage, and teamwork.” Rashid Khan’s squad did indeed show grit, courage and teamwork and after winning the toss and opting to bat first, Pakistan faced an early blow from Fazalhaq Farooqi who dismissed Saim Ayub for a duck on the second ball of the innings. He then trapped Abdullah Shafique LBW on the very next delivery to take Afghanistan to a dream start. Pakistan kept on losing wickets at regular intervals but Imad Wasim’s 64 not out off 57 and Shadab’s 32 off 25 took them to a respectable total. Chasing a target of 131 runs, Afghanistan were calm and focused throughout the second innings but needing 30 runs off the last three overs, and 22 from the last two overs. However Najibullah Zadran and Mohammad Nabi hit a six each off pace bowler Naseem Shah in the penultimate over to reduce the target to five runs. Zadran then hit the winning boundary off Zaman Khan’s last over to chase down the 131-run target with one ball to spare. This was Afghanistan’s first bilateral T20I series against any of the top six teams — India, England, Pakistan, South Africa, New Zealand and Australia. They have previously won a T20I series each against the West Indies and Bangladesh and five in five against Zimbabwe.",cricket
Afghanistan runners-up at CAFA Futsal Cup 2023,"Afghanistan defeated Turkmenistan 3-2 to secure second position in the CAFA Futsal Cup 2023 on Sunday. The six-nation tournament, hosted by Tajikistan, was won by Iran which defeated the hosts 1-0 in their last match. Uzbekistan came third. Afghanistan’s Abdul Ghafar Safi who was declared best player of the match against Turkmenistan, said: “Unfortunately we couldn’t overcome Iran so that we could become champions, but runner-up is not a low position and I would like to congratulate the entire nation for securing the position.” “CAFA tournament includes powerful teams of Asia. Fortunately, for the first time Afghan athletes managed to become runners-up in the tournament. I would like to congratulate the entire nation for it. It is a great achievement for our national futsal team,” said Mohammad Yusuf Kargar, head of Afghanistan Football Federation.",futsal
Hazratullah Zazai replaces injured Mujeeb-ur-Rahman in Afghanistan’s T20 WC squad,"Afghanistan’s spinner Mujeeb-ur-Rahman will miss the remainder of T20 World Cup due to an injury to his right index finger, the International Cricket Council announced on Friday. Mujeeb played in Afghanistan’s opening fixture of the World Cup against Uganda, but has not featured since because of the injury. ICC said that its event technical committee had approved Hazratullah Zazai, the opening batter, as replacement for Mujeeeb-ur-Rahman. Afghanistan sealed their spot in the Super Eight stage after beating PNG. They will face West Indies in their final group game on Tuesday at 5:00 AM (Afghanistan time). Related stories: Afghanistan down PNG to reach Super Eight, end NZ hopes Afghanistan shock New Zealand by 84 runs for first win in history",cricket
Olympics finally here; What you need to know,"The 2024 Paris Olympics are finally here, and with several sports starting ahead of the opening ceremony, here’s what you need to know. Will I be able to watch the Games in Afghanistan? Yes! Ariana Television Network secured the rights to broadcast the Games legally in Afghanistan. Events will be broadcast live on Ariana Television across the country. When do the 2024 Olympics start? The official Olympic Opening Ceremony will take place on Friday, July 26, with a first-of-its-kind event that will take place through the heart of the French capital on the River Seine. More than 300,000 people are expected to watch the opening ceremony on the banks of the Seine, with an additional 1.5 billion people set to tune in worldwide. What is the first sport for the 2024 Olympics? While the Paris Olympics officially opens on Friday, the first events will take place from Wednesday, July 24. This will include Men’s football group stages. First up will be Uzbekistan vs Spain. This match will be broadcast live from 5.30pm Kabul time. This will be followed at 7.30 pm Kabul time by the Guinea vs New Zealand match and then at 9.30pm, Japan will take on Paraguay. At 11.30pm, host nation France will play USA.These matches will all be broadcast live, and legally, across Afghanistan on Ariana Television. In addition to the football matches, rugby, handball, archery and shooting will also begin before the Opening Ceremony. The Paris 2024 Olympic and Paralympic Games will be the biggest event ever organized in France. The Olympic Games will take place from 26 July to 11 August 2024, and billions of people around the world are expected to tune in to watch this popular, multicultural event. Related stories: ATN secures exclusive rights to broadcast Paris 2024 Olympics Central Paris locks down for Olympics as athletes arrive",football
Ariana Television secures rights to broadcast T20 World Cup 2021,"Afghan cricket fans will be pleased to know that Ariana Television Network (ATN) has secured the rights to broadcast the ICC Men’s T20 World Cup 2021 matches for the duration of the tournament. The World Cup kicked off on Sunday and, co-hosted by Oman and the UAE, the tournament will run through until November 14. Oman got celebrations underway on Sunday with a comprehensive 10-wicket win over Papua New Guinea in the opening match. Afghanistan, which has enjoyed an astounding rise up the international cricket ladder in recent years, has high hopes of making their mark at this year’s event. Familiar with the conditions in the UAE where they have played the majority of their cricket, the national team might make a deep run in the tournament, and spring a major surprise or two along the way, cricket experts have said. Ever since their tournament debut at the 2010 ICC Men’s T20 World Cup in the Caribbean, it has been a story of constantly striving for improvement. While some of the old faces remain, new stars have emerged, forging the side into a steely unit, capable of competing with the best that international cricket has to offer, the ICC reported in its team preview. The 2021 edition in UAE and Oman will be another parameter where Afghanistan will gauge their current standing in the global game while charting their progress in international cricket. The national team’s opening fixture is scheduled for Monday, October 25. With the conditions in UAE expected to be conducive for the spinners, Afghanistan has the perfect attack to exploit them to the maximum. Rashid Khan, Mujeeb Ur Rahman and Mohammad Nabi will form a fearsome spin trio, with two of them being able to make handy contributions with the bat as well. Hazaratullah Zazai, Najibullah Zadran and the returning Mohammad Shahzad will also provide some explosiveness in the batting order. The Squad Rashid Khan, Rahmanullah Gurbaz, Hazratullah Zazai, Usman Ghani, Asghar Afghan, Mohammad Nabi, Najibullah Zadran, Hashmatullah Shahidi, Mohammad Shahzad, Mujeeb ur Rahman, Karim Janat, Gulbadin Naib, Naveen ul Haq, Hamid Hassan, Sharafuddin Ashraf, Dawlat Zadran, Shapoor Zadran, Qais Ahmed Reserves: Afsar Zazai, Farid Ahmed Malik This week’s broadcasting schedule for matches live on Ariana Television (Kabul time) are as follows: Wednesday: 2.30pm – Namibia vs the Netherlands 6.30pm – Sri Lanka vs Ireland Thursday: 2.30pm – Bangladesh vs Papua New Guinea 6.30pm – Oman vs Scotland Friday: 2.30pm – Namibia vs Ireland 6.30pm – Sri Lanka vs the Netherlands Saturday: 2.30pm – Australia vs South Africa 6.30pm – England vs West Indies",cricket
Afghanistan’s football boss contracts COVID-19,"Mohammad Yousef Kargar, Head of Afghanistan Football Federation (AFF), has contracted COVID-19, the AFF said in a statement on Tuesday. According to the AFF, Kargar is currently in quarantine. Afghanistan National Football Team will meanwhile face India on Tuesday for the final match of the 2022 FIFA World Cup and 2023 AFC Asian Cup qualifiers. The match will kick off at 6:30 pm Kabul time in Doha, the capital of Qatar. Afghanistan missed going through to the next stage of the 2022 FIFA World Cup after it lost 2-1 to Oman on Friday. Afghanistan will however qualify for the 2023 AFC Asian if it defeats India in Tuesday’s match. Afghanistan, so far, with five points, has secured fourth place in Group E while India stands at third place with six points.",football
Ireland beat Afghanistan by 38 runs in first T20I,"Ireland defeated Afghanistan by 38 runs to take 1-0 lead in their three-match T20I series in Sharjah on Friday. Sent to bat first by Afghans who won the toss, Ireland posted 149-6, with Harry Tector scoring 56 off 34 (not out). Captain Paul Stirling hit 25 while Andy Balbirnie made 22. Rashid Khan, who returned to competitive cricket after months of absence due to back injury, picked up three wickets, giving away 19 runs in the four overs he bowled. Nangeyalia Kharote picked up two wickets, giving away only 16 runs in his four overs. Chasing 150, Afghanistan lost Rahmanullah Gurbaz in the very first bowl of their innings. They lost Sediqullah Atal and Azmatullah Omarzai in the second over. Wickets continued to fall and Afghanistan were all out in the 18.4 overs, having made 111 runs. Mohammad Ishaq (32) was their top-scorer, followed by Mohammad Nabi who made 25. The second T20I between the sides will be played on Sunday at the same venue.",cricket
Afghanistan to face Mozambique after drawing with Czech Republic in Continental Futsal Championship,"Afghanistan drew with the Czech Republic 4-4 on Monday and will face Mozambique in their next match of 2023 Continental Futsal Championship in Bangkok on Tuesday. This match will start at 2:30 pm (Afghanistan time). Afghanistan is in the 66th place in the world futsal ranking, and Mozambique is in the 74th place. Six teams have participated in the Continental Futsal Championship, which are Afghanistan, Czech Republic, Mozambique, Myanmar, Thailand and Solomon Islands.",futsal
Japan’s win over Spain eliminates Germany from the World Cup,"Germany isn’t advancing to the knockout rounds for a second consecutive World Cup after Japan hung on for a 2-1 win over Spain. Germany beat Costa Rica 4-2 on Thursday afternoon but Japan’s win over the Spaniards at the same time meant Japan won Group E with its victories over Germany and Spain while Spain advanced to the knockout rounds in second via goal difference. Spain built itself a massive goal differential cushion in its first game of the World Cup in a 7-0 win over Costa Rica. That win meant Germany basically had to replicate that effort with a Japan win to have any tiebreaker edge over Spain. Germany won the 2014 World Cup in a thrilling final over Argentina. But the Germans finished last in their group in 2018 behind Sweden, Mexico and South Korea to become the third consecutive defending World Cup champion to fail to make it out of the group stage. France broke that streak in 2022 by winning Group D. How Japan beat Spain The Spaniards took an early 1-0 lead thanks to an Alvaro Morata goal but Japan scored two goals in the first seven minutes of the second half. The goals came less than four minutes apart. Ritsu Doan scored to tie the game in the 48th minute and then Ao Tanaka scored a controversial goal to give Japan the lead. The game-winner was initially not given as it appeared the ball went out of play near the Spain goal. But a video review determined that the ball stayed in bounds. In soccer, the entire circumference of the ball has to cross the entirety of the out of bounds line for the ball to be out of play. There might have been some daylight between the bottom of the ball and the line too. The win means that Japan will take on Croatia in the Round of 16 after Croatia tied Belgium on Thursday morning. It’s the second consecutive knockout round appearance for the Japanese and they have made the Round of 16 in four of their last six World Cup appearances. Is Spain’s World Cup path now easier? Spain probably isn’t too unhappy about finishing second in the group. Yeah, winning the group is nice, but instead of facing a Croatia squad that made the 2018 World Cup final, Spain now plays Morocco to start the knockout rounds. The loss also means that Spain likely avoids a potential matchup with Brazil in the quarterfinals and is out of the same side of the bracket as both Brazil and Argentina. Portugal would be Spain’s likely quarterfinal opponent instead and Spain is now on England’s side of the bracket. Costa Rica gave us a few moments of chaos There was a brief stretch in the second half of both games that had both Spain and Germany provisionally out of the World Cup. The only way Japan and Costa Rica both advanced out of Group E was if they both won. And Costa Rica took a 2-1 lead over Germany in the 70th minute after Manuel Neuer couldn’t corral the ball after a free kick. That lead came as Japan was ahead of Spain. But it didn’t last very long. Kai Havertz scored in the 73rd minute to tie the game for Germany and then gave the Germans the lead in the 85th minute. Had Spain tied Japan in the second half, Germany would have gone through to the knockout rounds thanks to having a better goal difference than the Japanese. Japan beat Germany 2-1 and lost 1-0 to Costa Rica while Germany tied Spain 1-1. What’s next for Germany? The German National Team entered this World Cup without many of the stalwarts that powered them to the 2014 win and were a part of the team that crashed out of the 2018 World Cup. While Neuer and Thomas Muller were the notable holdovers, players like Leroy Sane, Serge Gnabry, Jamal Musiala and others got a shot at this World Cup. And while Germany has a wealth of attacking options, it’s even more clear that it’s in need of a stronger defense. The Germans gave up five goals across three games. The back four was a question entering the tournament and it’s even more of one now. Finding the next era of top-level defenders is a must before the 2026 World Cup. Where to watch Afghan fans need not miss out on any of the excitement of this year’s tournament which is being broadcast live and exclusively by Ariana Television in Afghanistan. For the full broadcast scheduleCLICK HERE",football
Massive welcome for Afghanistan’s U-17 futsal champions in west Kabul,"Following Afghanistan’s historic victory over Iran in the Asian Youth Games futsal finals, citizens across the country — and Afghans around the world — have hailed the triumph of the national under-17 futsal team as a landmark moment in the nation’s sporting history. As the young champions returned home on Sunday, scenes of overwhelming celebration unfolded in the Dasht-e-Barchi area of western Kabul. Videos circulating on social media show thousands of residents flooding the streets, waving national flags, chanting, and cheering passionately as the team made its way through the neighborhood. The spirited public reception has become a powerful symbol of unity, pride, and love for sport, drawing widespread praise and admiration across media platforms and online communities. Observers say the team’s victory and the emotional homecoming have offered a rare moment of national joy and togetherness, highlighting the growing promise of Afghanistan’s youth in international sports.",futsal
Afghanistan cricket team wins silver at Asian Games,"India were crowned Asian Games men’s cricket champions on their first attempt and without needing to bat Saturday in an anti-climatic finish, consigning Afghanistan to a third consecutive silver. India were declared winners of the final under an Asian Games-specific rule where the higher-ranked team takes the honors if the match cannot be finished, in this case due to rain, AFP reported. Afghanistan made 112-5 under the floodlights in Hangzhou before the wet weather arrived after 18.2 overs. With conditions not improving, the final was abandoned. Despite the damp ending it completed a golden double for India after they beat Sri Lanka by 19 runs to be crowned women’s champions last week. Twenty20 cricket has been played at the Asian Games twice before, at Guangzhou 2010 and Incheon 2014, with Bangladesh and then Sri Lanka crowned men’s winners. Afghanistan were runners-up both times, but India did not take part. Because they were among the higher-ranked teams, they both entered the tournament at the quarter-final stage in Hangzhou. While India cruised through their knockout games, against Nepal and Bangladesh, the Afghans had to scrap hard to beat holders Sri Lanka and then Pakistan. Afghanistan again had to knuckle down after India won the toss and chose to field, with a gritty unbeaten 49 from Shahidullah and captain Gulbadin Naib’s 27 not out ensuring they passed 100. They faced a fiery introduction with pacemen Shivam Dube and Arshdeep Singh removing openers Zubaid Akbari and Mohammad Shahzad inside the first three overs. The needless run-out of Noor Ali Zadran, going for a tight second run in the next over, compounded their problems after Ravi Bishnoi’s accurate throw from the ropes. Back-to-back boundaries from Afsar Zazai finally got the scoreboard moving as he and Shahidullah put on 37 for the next wicket. Bishnoi’s spin broke the partnership with Zazai bowled for 15, before Shahidullah and Naib shared a 60-run stand, before rain halted play. In the bronze medal match, Bangladesh stunned Pakistan when Rakibul Hasan smashed a boundary off the final ball to book a six-wicket win. Pakistan managed only 48-1 off five overs before rain halted play, with Bangladesh set a revised target of 65 under the DLS (Duckworth-Lewis-Stern) method. They reached it with four wickets down in dramatic fashion, with Hasan’s heroics sparking wild scenes from the Bangladesh team.",cricket
Afghanistan to play Vietnam in football friendly ahead of Asian Cup qualifiers,"Afghanistan’s national football team will play a friendly match against Vietnam on June 1 as part of their preparations for the 2023 AFC Asian Cup final round qualifiers. Afghanistan Football Federation said in a statement Sunday that the team would travel to Vietnam’s capital Hanoi for a training camp that will start on May 21 and end on June 2. Afghanistan will play their first match of the qualifiers against Hong Kong on June 8, before facing India on June 11 and Cambodia on June 14. All the matches will be played in Kolkata in India. Afghanistan had been scheduled to play Madagascar in a friendly match in Turkey in March. However, the match was cancelled due to COVID infections among Madagascan players.",football
Naveen-ul-Haq out of WI T20Is and 2026 World Cup; Zia-ur-Rahman Sharifi in,"Afghanistan fast bowler Naveen-ul-Haq has been ruled out of the upcoming three-match T20I series against the West Indies as well as the ICC Men’s T20 World Cup 2026 after sustaining a stress fracture in his right shoulder, the Afghanistan Cricket Board (ACB) confirmed on Saturday. According to medical reports, the injury will require surgical intervention. Naveen is scheduled to undergo surgery in the United Kingdom, where he will be treated by a specialized surgical team to support his immediate recovery and long-term rehabilitation. In response to his absence, the ACB has called up fast bowler Zia-ur-Rahman Sharifi, who was previously part of the reserve pool, to replace Naveen for both the West Indies series and the World Cup. Meanwhile, left-arm fast bowler Farid Ahmad Malik has been added to the reserve pool as Afghanistan continues to adjust its pace resources ahead of the major international assignments.",cricket
"Ireland announce squad for South Africa, Afghanistan T20Is","Ireland on Wednesday announced their squad for the two T20Is against South Africa as well as the first three games of the five-match series against Afghanistan in August 2022. The selectors have kept faith in the group that played the three-match T20I series against New Zealand recently by retaining the same 14-member squad for the upcoming series against South Africa (two matches) and Afghanistan (three of the five matches). Despite being whitewashed 3-0 at home by New Zealand, there were several positives for Ireland, including the lower-order batting form of Mark Adair and Curtis Campher. Paul Stirling gave yet another glimpse of his white-ball exploits with a 29-ball 40 in the final T20I, the ICC reported. Amongst the bowlers, Josh Little finished as the highest wicket-taker in the series with eight wickets in three games including a four-for in the second T20I. Squad: Andrew Balbirnie (Captain), Mark Adair, Curtis Campher, Gareth Delany, George Dockrell, Stephen Doheny, Fionn Hand, Josh Little, Andrew McBrine, Barry McCarthy, Paul Stirling, Harry Tector, Lorcan Tucker, Craig Young Speaking on the squad selection, Chair of National Men’s Selectors Andrew White said: “We are now getting down to the final stages of our preparations as we build towards the Men’s T20 World Cup in October. “The squad has faced two high-quality opponents in recent weeks, in India and New Zealand, and have stern tests ahead against South Africa and Afghanistan. “We believe, while the results have not gone our way, the brand of cricket that [head coach] Heinrich Malan is instilling in the squad is showing positive signs and the players are beginning to equip themselves well as they build towards the World Cup in Australia. “We have, however, sought to give ourselves a level of selection flexibility later in the Afghan series, and will announce a squad for the final two T20Is of that series in due course.” The upcoming series against South Africa and Afghanistan will be the dress rehearsal for Ireland going into the ICC Men’s T20 World Cup later this year. After failing to make it to the Super 12 last year in Oman and UAE, Ireland will be eager to make a mark later this year in Australia. This year, they are pitted against Scotland, West Indies and Zimbabwe in Group B in the First Round that begins on 16 October.",cricket
Afghanistan U-17 football team ends CAFA campaign with 3–2 loss to Tajikistan,"Afghanistan’s under-17 national football team concluded their 2026 CAFA U-17 Championship campaign with a 3–2 defeat against Tajikistan in their final match. The team had previously registered two losses and one draw in their earlier three fixtures of the tournament. The Central Asian competition, featuring five countries including Afghanistan, is being hosted by Uzbekistan and is scheduled to conclude on April 13. The championship serves as a development platform for youth football in the region, offering players valuable international exposure while allowing national federations to evaluate emerging talent. Fans across Afghanistan can follow the matches live on Ariana Television.",football
Deputy PM congratulates Afghanistan A for their thrilling win in T20 cup championships,"Afghanistan’s Deputy Prime Minister Mohammed Abdul Kabir sent a message of congratulations to the Afghanistan A cricket team on Monday after Afghan Abdalyan lifted the ACC Men’s T20 Emerging Teams Asia Cup 2024 trophy in Oman on Sunday night. In his congratulatory message, Kabir called the final a “thrilling” match and said it was a “triumph”. “Congratulations to all citizens and cricket players on this remarkable achievement. “Afghan youth and athletes deserve great recognition for their dedication and for showcasing our nation’s pride in every competition,” he said. Messages of congratulations poured in overnight from fans around the world and from the cricketing fraternity. The Afghanistan Cricket Board (ACB) not only paid tribute to the players but also to the often-forgotten support staff who helped propel the team to victory. In a post on X, the board said: “A huge shoutout to our team management and support staff for their unwavering support and dedication to Afghan Abdalyan’s success in this event.” Afghanistan star all-rounder Mohammad Nabi also posted a message of congratulations on X. He said: “Zabardast! What an incredible achievement by our young lions, lifting the ACC Emerging Teams Asian Cup 2024! Proud of these talented boys for bringing glory to the nation. Congratulations to all Afghans! Inshallah, even greater heights await!” Sunday’s win shows the progress Afghanistan has made as a cricketing nation and after beating Sri Lanka A in the final, the excitement in their camp was tangible. Afghan Abdalyan won the game by seven wickets, chasing a modest target of 134. As soon as the last ball crossed the ropes, Afghanistan players ran towards the ground in delight. There were congratulatory hugs and handshakes all around and Afghanistan fans in the crowd were also overjoyed. It was indeed a moment of great pride for all Afghan people. The Player of the Tournament award went to a deserving Sediqullah Atal, the man who put on an unmatched consistency in the entire competition and scored 368 runs throughout the tournament.",cricket
"Hope, Pooran fire West Indies to World Cup qualifying win over Nepal","Shai Hope and Nicholas Pooran hit centuries to propel the West Indies to a convincing 101-run win over Nepal at the World Cup Qualifier in Harare on Thursday. Hope scored 132 while Pooran made a brisk 115 as the pair put on 216 for the fourth wicket to help the two-time champions post 339-7 after a bad start to the innings, AFP reported. Kyle Mayers fell for just one and Johnson Charles was out for nought as the West Indies slumped to 9-2. Opener Brandon King made 32 before he was bowled by legspinner Sandeep Lamichhane. “We were put on the back foot there,” said Hope. “The key was absorbing as much pressure as possible and then find a way to transfer that pressure in the back end. “Pooran made it a lot easier for me. The aim was to take it as deep as possible give us the best chance towards the end.” Hope and Pooran joined forces in the 16th over and took the game away from Nepal, who were left to rue a dropped catch off Pooran early in his innings. Wicketkeeper Aasif Sheikh put down a Pooran edge off left-arm spinner Lalit Rajbanshi when the batsman was on just three. With Hope ticking along at a more sedate pace, Pooran took on the role of aggressor before both players reached their hundreds in the 40th over. Hope completed his 15th ODI ton off 107 balls before Pooran carved Gulsan Jha to the boundary a few deliveries later to bring up his second one-day century off 81 balls – four years after his first. Dipendra Singh Airee eventually removed Pooran for 115 with a terrific catch off his own bowling but Rovman Powell kept the runs flowing with a quick-fire 29 alongside Jason Holder’s 16 not out. Hope holed out to long-off in the final over for 132 and Keemo Paul was bowled off the last ball as Rajbanshi finished with 3-52. Nepal’s chase began poorly with Alzarri Joseph uprooting Kushal Bhurtel’s off stump in the second over. Bhim Sharki soon followed when he was caught behind off Holder trying a scoop shot. Several Nepali batsmen made decent starts but only Aarif Sheikh passed fifty, reaching 63 before falling to a stunning Pooran catch in the deep as his team was bowled out for 238. Holder took 3-34 for the West Indies with Joseph, Paul and Akeal Hosein all picking up two wickets. The West Indies have won their first two matches and moved above tournament hosts Zimbabwe on net run rate at the top of Group A. The two nations meet in their next match on Saturday. Dutch condemn USA to third straight defeat In Thursday’s other game, the Netherlands bounced back from an opening loss to Zimbabwe by condemning the United States to a third straight defeat. Shayan Jahangir top-scored with 71 as the USA scrapped their way to 211-8, but Dutch captain Scott Edwards led his team to a five-wicket victory with an unbeaten 67 after Teja Nidamanuru steadied the innings with his 58. The USA are eliminated from contention while the Netherlands and Nepal face off Saturday in a contest that will likely determine which team advances to the Super Six stage. The qualifiers continue on Friday with surprise Group B leaders Oman hunting a third successive win against Sri Lanka in Bulawayo, while Scotland play the United Arab Emirates. Ariana Television Network will broadcast the matches daily live on TV and Website. Pre-match shows will start at 11am (Kabul time), while the day’s match will start at 11.30am (Kabul time). Matches are streamed live on Ariana Television websites simultaneously: www.arianatelevision.com/liveandwww.arianatelevision.com/icc-live CLICK HEREfor the broadcast schedule on Ariana Television",cricket
Rashid Khan puts victory in sight for Afghanistan v Zimbabwe,"Three wickets in the last hour of play for Rashid Khan put Afghanistan on the cusp of victory in the second test against Zimbabwe at Queens Sports Club in Bulawayo, with the home team still 73 runs shy of their target at the close of day four. Zimbabwe were 205 for eight at stumps on Sunday, chasing 278 to win the series after the first test ended in a high scoring draw, Reuters reported. Captain Craig Ervine (53 not out) and Richard Ngarava (3 not out) will resume on Monday after Afghanistan hauled themselves back into the contest when veteran Khan’s leg-break bowling put the brakes on the home team’s march. Zimbabwe were 205 for eight at stumps on Sunday, chasing 278 to win the series after the first test ended in a high scoring draw. Captain Craig Ervine (53 not out) and Richard Ngarava (3 not out) will resume on Monday after Afghanistan hauled themselves back into the contest when veteran Khan’s leg-break bowling put the brakes on the home team’s march.",cricket
Afghanistan wins Asian Open Taekwondo Championship,"Afghanistan won the 5th COMBAXX Asian Open Taekwondo Championship after clinching two gold medals along with two silver medals on Sunday in Pakistan. Mohsen Rezaei and Ali Akbar Amiri both won gold while Omid Sahak and Hekmatullah Zain each won silver. According to the Afghanistan Taekwondo Federation the team topped the scoreboard, securing overall first place in the championships. The contest was hosted by Islamabad and took place over four days ending Sunday. Twenty-three countries were represented. Pakistan came in second with two gold medals and 1 silver, while Kazakhstan finished in third place. Mohammad Bashir Tarki also won the title of the best trainer. This is the first time Afghanistan has clinched top spot after coming fourth in the last contest, two years ago.",cricket
Semenyo fires Manchester City toward Carabao Cup Final with win at Newcastle,"Manchester City moved a step closer to the Carabao Cup final after securing a 2–0 victory over Newcastle United in the first leg of their semi-final at St James’ Park on Tuesday night, with new signing Antoine Semenyo once again proving decisive. Semenyo, who joined City in a £65 million move, continued his impressive start to life under Pep Guardiola by scoring for the second consecutive game. His strike made him the first City player since Emmanuel Adebayor in 2009 to score in his first two appearances for the club and put the visitors ahead against the run of play. Newcastle started brightly and threatened early, with Yoane Wissa forcing goalkeeper James Trafford into action and later seeing efforts hit the woodwork twice in quick succession after the break. City, however, made the most of their reprieve, breaking forward on the counter as Jeremy Doku led the charge before Semenyo pounced to open the scoring. Eddie Howe had voiced frustration before the match over a rule change that allowed Semenyo to feature in the tie despite earlier appearances for Bournemouth in the competition, and Newcastle were made to pay as City grew in control during the second half. Semenyo appeared to have doubled his tally following a corner, but the goal was ruled out after a lengthy VAR review for interference by Erling Haaland. City remained composed and eventually sealed the win deep into added time when substitute Rayan Cherki finished off a sweeping move initiated by Rayan Ait-Nouri. The result gives City a commanding advantage ahead of the second leg in Manchester next month, as Guardiola’s side look to book their place at Wembley, while Newcastle face a difficult task to overturn the deficit. Football fans across Afghanistan can meanwhile tune in tonight, Wednesday January 14, to Ariana Television to watch the second semi-final where Chelsea will take on Arsenal. Fans can follow Ariana News and Ariana Television’s social media pages for match details.",football
